Date,Open,High,Low,Close,Adj Close,Volume,CPI,Core CPI,gdp,Unemployment_rate,m1,DFF,M2
2018-01-01,52.417000,59.344501,52.261501,58.497002,58.497002,574768000,2.166305,255.204,19894.75,4.0,3673.4000000000000000,1.4145161290322600,13884.180000000000
2018-02-01,58.130501,58.700001,49.627998,55.236500,55.236500,847640000,2.131896,255.711,19894.75,4.1,3568.1750000000000000,1.4175000000000000,13839.275000000000
2018-03-01,55.393501,58.852501,49.032001,51.589500,51.589500,907066000,2.369197,256.271,20155.486,4.0,3655.6750000000000000,1.5061290322580600,14005.350000000000
2018-04-01,51.140999,54.708248,49.518501,50.866501,50.866501,834318000,2.493423,256.630,20155.486,4.0,3728.6800000000000000,1.6923333333333300,14078.760000000000
2018-05-01,50.682999,55.537498,50.314499,54.249500,54.249500,636988000,2.544991,257.145,20155.486,3.8,3632.4750000000000000,1.7000000000000000,13975.550000000000
2018-06-01,54.967499,59.314301,54.800499,55.782501,55.782501,641920000,2.553219,257.399,20470.197,4.0,3645.5250000000000000,1.8196666666666700,14066.950000000000
2018-07-01,54.950001,63.694500,54.689999,60.862999,60.862999,638802000,2.519634,257.699,20470.197,3.8,3699.3800000000000000,1.9100000000000000,14106.020000000000
2018-08-01,61.400002,62.825001,59.411999,60.909500,60.909500,576168000,2.432878,257.891,20470.197,3.8,3664.8250000000000000,1.9148387096774200,14160.950000000000
2018-09-01,60.213501,60.649502,57.345501,59.673500,59.673500,577248000,2.461933,258.368,20687.278,3.7,3678.4250000000000000,1.9546666666666700,14198.800000000000
2018-10-01,59.994499,60.498001,49.791500,53.838501,53.838501,969894000,2.414988,258.917,20687.278,3.8,3727.3800000000000000,2.1877419354838700,14199.920000000000
2018-11-01,53.790001,54.778500,49.800999,54.721500,54.721500,734702000,2.476794,259.439,20687.278,3.8,3664.1750000000000000,2.1976666666666700,14242.100000000000
2018-12-01,56.157001,56.232498,48.505501,51.780499,51.780499,805152000,2.46437,260.063,20819.269,3.9,3814.2000000000000000,2.2741935483871000,14433.860000000000
2019-01-01,50.828499,55.866501,50.703499,55.818501,55.818501,614280000,2.385533,260.686,20819.269,4.0,3728.9250000000000000,2.4000000000000000,14434.375000000000
2019-02-01,55.619999,57.349998,54.299999,55.995998,55.995998,578654000,2.376648,261.067,20819.269,3.8,3710.6750000000000000,2.4000000000000000,14387.625000000000
2019-03-01,56.244999,61.589500,56.165001,58.665501,58.665501,632186000,2.399684,261.537,21013.085,3.8,3726.0750000000000000,2.4051612903225800,14546.350000000000
2019-04-01,59.205002,64.463501,58.750000,59.424000,59.424000,557104000,2.407927,261.976,21013.085,3.6,3843.9200000000000000,2.4236666666666700,14628.160000000000
2019-05-01,59.402500,59.542500,55.008999,55.181499,55.181499,666348000,2.39723,262.304,21013.085,3.7,3761.0250000000000000,2.3909677419354800,14561.300000000000
2019-06-01,53.275002,56.205502,51.250000,54.045502,54.045502,681936000,2.421751,262.859,21272.448,3.6,3825.2250000000000000,2.3776666666666700,14718.475000000000
2019-07-01,54.900002,63.277500,54.685150,60.834000,60.834000,658972000,2.460848,263.313,21272.448,3.7,3872.9400000000000000,2.4029032258064500,14801.840000000000
2019-08-01,60.701500,61.705502,57.007000,59.404999,59.404999,577648000,2.629246,263.975,21272.448,3.7,3833.4500000000000000,2.1258064516129000,14888.700000000000
2019-09-01,58.851501,62.415001,58.160000,60.950001,60.950001,537988000,2.606767,264.425,21531.839,3.5,3903.1400000000000000,2.0430000000000000,14978.500000000000
2019-10-01,60.950001,64.965500,58.121498,63.005501,63.005501,575166000,2.733341,264.940,21531.839,3.6,3898.2500000000000000,1.8296774193548400,15108.375000000000
2019-11-01,63.250000,66.776451,63.025002,65.248001,65.248001,498474000,2.768217,265.484,21531.839,3.6,3916.2250000000000000,1.5533333333333300,15238.725000000000
2019-12-01,65.050003,68.250000,63.950001,66.850998,66.850998,547142000,2.746361,265.924,21706.532,3.6,4051.5800000000000000,1.5509677419354800,15396.900000000000
2020-01-01,67.077499,75.160698,67.077499,71.711502,71.711502,673832000,2.797067,266.626,21706.532,3.5,3960.5750000000000000,1.5506451612903200,15409.600000000000
2020-02-01,73.099998,76.605301,63.549999,66.966499,66.966499,741612000,2.812936,267.283,21706.532,3.5,3950.5000000000000000,1.5831034482758600,15360.250000000000
2020-03-01,67.580498,70.507500,50.676800,58.140499,58.140499,1427842000,2.647379,267.090,21538.032,4.4,4244.2000000000000000,0.65225806451612900000,15947.680000000000
2020-04-01,56.099998,67.999496,53.990501,67.432999,67.432999,926702000,2.226352,265.771,21538.032,14.7,4803.9500000000000000,0.04900000000000000000,17047.925000000000
2020-05-01,66.425003,72.050003,64.949997,71.445999,71.445999,637326000,2.084208,265.574,21538.032,13.2,16100.075000000000,0.05000000000000000000,17698.900000000000
2020-06-01,70.919502,73.797050,67.350502,70.680496,70.680496,776568000,2.058146,265.952,19636.731,11.0,16496.020000000000,0.07766666666666670000,18060.200000000000
2020-07-01,70.555000,79.349503,70.490997,74.148003,74.148003,704940000,2.348857,267.352,19636.731,10.2,16745.300000000000,0.09258064516129030000,18257.250000000000
2020-08-01,74.332001,82.960999,72.932503,81.709000,81.709000,756618000,2.288978,268.469,19636.731,8.4,16846.820000000000,0.09516129032258060000,18299.620000000000
2020-09-01,81.831497,86.658997,70.327499,73.480003,73.480003,811352000,2.077391,268.938,21362.428,7.9,17129.025000000000,0.09000000000000000000,18536.925000000000
2020-10-01,74.213501,84.349998,71.800003,81.050499,81.050499,785084000,1.842159,269.236,21362.428,6.9,17283.825000000000,0.09000000000000000000,18655.475000000000
2020-11-01,81.407997,90.903000,80.801498,88.037003,88.037003,700708000,1.798587,269.901,21362.428,6.7,17610.420000000000,0.08633333333333330000,18950.400000000000
2020-12-01,88.718498,92.360001,84.949997,87.594002,87.594002,629318000,1.716599,270.267,21704.706,6.7,17929.525000000000,0.09000000000000000000,19228.950000000000
2021-01-01,87.876999,96.742996,84.949997,91.787003,91.787003,661654000,1.517012,270.383,21704.706,6.3,18075.100000000000,0.08516129032258060000,19365.000000000000
2021-02-01,92.678497,107.634003,92.546501,101.843002,101.843002,588580000,1.527009,270.727,21704.706,6.2,18200.450000000000,0.07571428571428570000,19467.500000000000
2021-03-01,102.825996,106.440498,100.500000,103.431503,103.431503,695884000,1.706984,271.526,22313.85,6.1,18641.080000000000,0.06967741935483870000,19870.040000000000
2021-04-01,104.897499,122.618896,104.844498,120.505997,120.505997,614494000,2.262331,273.615,22313.85,6.1,19077.525000000000,0.06900000000000000000,20266.200000000000
2021-05-01,120.136002,122.147202,111.502502,120.578003,120.578003,509114000,2.623164,275.654,22313.85,5.8,19155.300000000000,0.05806451612903230000,20306.660000000000
2021-06-01,121.099998,127.795998,119.141502,125.316002,125.316002,548656000,2.588579,277.676,23046.934,5.9,19293.250000000000,0.07800000000000000000,20423.975000000000
2021-07-01,124.849747,140.011002,124.849747,135.220993,135.220993,456776000,2.315464,278.522,23046.934,5.4,19424.025000000000,0.09806451612903230000,20539.000000000000
2021-08-01,135.484497,146.489502,134.183502,145.462006,145.462006,372312000,2.343064,279.057,23046.934,5.2,19633.840000000000,0.09225806451612900000,20729.000000000000
2021-09-01,145.649994,146.820496,133.000000,133.265503,133.265503,505198000,2.638383,279.755,23550.42,4.8,19825.875000000000,0.07933333333333330000,20909.625000000000
2021-10-01,133.554504,149.117996,131.166504,148.270493,148.270493,496572000,3.035619,281.588,23550.42,4.5,19986.500000000000,0.07903225806451610000,21065.050000000000
2021-11-01,148.164993,151.850006,142.065994,142.451996,142.451996,443172000,3.21432,283.340,23550.42,4.2,20223.960000000000,0.07966666666666670000,21291.820000000000
2021-12-01,144.212494,149.604996,140.250000,144.679504,144.679504,479260000,3.484143,285.193,24349.121,3.9,20567.275000000000,0.07967741935483870000,21633.075000000000
2022-01-01,144.475494,146.610001,124.641953,135.698502,135.698502,615510000,3.988659,286.792,24349.121,4.0,20551.220000000000,0.07935483870967740000,21638.580000000000
2022-02-01,137.835007,152.100006,124.764503,134.891006,134.891006,732650000,4.30707,288.147,24349.121,3.8,20520.475000000000,0.08000000000000000000,21582.325000000000
2022-03-01,134.479996,144.162506,125.860748,139.649506,139.649506,637420000,4.558423,289.046,24740.48,3.6,20787.225000000000,0.20096774193548400000,21841.325000000000
2022-04-01,140.009995,144.043747,113.124252,114.966499,114.966499,564940000,4.721803,290.410,24740.48,3.6,20871.675000000000,0.33000000000000000000,21906.700000000000
2022-05-01,113.906502,123.142998,102.208000,114.039001,114.039001,717486000,4.985582,292.251,24740.48,3.6,20551.260000000000,0.76548387096774200000,21558.700000000000
2022-06-01,114.931503,119.398499,105.628548,109.372498,109.372498,627132000,5.422337,294.017,25248.476,3.6,20540.850000000000,1.2050000000000000,21575.050000000000
2022-07-01,108.336998,120.434998,104.760002,116.639999,116.639999,638766600,5.625329,294.925,25248.476,3.5,20492.925000000000,1.6758064516129000,21579.100000000000
2022-08-01,115.529999,123.260002,108.800003,109.150002,109.150002,430961500,5.991705,296.639,25248.476,3.7,20410.900000000000,2.3300000000000000,21559.500000000000
2022-09-01,109.199997,112.639999,96.029999,96.150002,96.150002,532993100,6.392795,298.339,25723.941,3.5,20264.300000000000,2.5550000000000000,21483.300000000000
2022-10-01,97.220001,105.099998,91.900002,94.660004,94.660004,584537500,6.364809,299.333,25723.941,3.7,20070.040000000000,3.0800000000000000,21392.700000000000
2022-11-01,95.589996,101.449997,83.449997,101.449997,101.449997,603449000,6.471178,300.261,25723.941,3.6,19964.000000000000,3.7800000000000000,21395.900000000000
2022-12-01,101.400002,102.589996,86.370003,88.730003,88.730003,498585400,6.617223,301.460,26137.992,3.5,19902.800000000000,4.1041935483871000,21440.100000000000
2023-01-01,89.830002,101.580002,85.570000,99.870003,99.870003,526178100,6.554492474,302.702,26137.992,3.4,19621.500000000000,4.3300000000000000,21299.740000000000
2023-02-01,99.739998,108.820000,88.860001,90.300003,90.300003,754400500,6.59375,304.070,26137.992,3.6,19334.900000000000,4.5700000000000000,21113.200000000000
2023-03-01,90.160004,107.510002,89.769997,104.000000,104.000000,725464400,6.451708317,305.240,26465.865,3.5,19115.450000000000,4.6490322580645200,21004.200000000000
